ACTION_TYPE,EVENTTIME,GAME_DATE,GAME_EVENT_ID,HTM,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,QUARTER,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_TIME,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME,VTM
Jump Shot,191,20151114,6991,GSW,-204.761,98.0592,3,1,201572,Brook Lopez,1.0,11,1,19,210.63,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612751,Brooklyn Nets,BKN
Jump Shot,587,20151113,3443,MEM,207.6184,80.2697,9,3,201144,Mike Conley,3.0,47,1,22,590.23,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612763,Memphis Grizzlies,POR
Jump Shot,384,20160102,2855,LAC,43.0454,165.2938,6,3,101108,Chris Paul,3.0,24,1,18,405.77,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612746,LA Clippers,PHI
Driving Layup Shot,295,20160106,5725,PHX,44.4924,87.0068,4,3,202688,Brandon Knight,3.0,55,1,2,297.87,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns,CHA
Jump Shot,30,20151114,4254,GSW,-105.6111,125.7308,0,5,101127,Jarrett Jack,5.0,30,1,28,41.52,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612751,Brooklyn Nets,BKN
Pullup Jump shot,426,20151231,5962,OKC,116.9014,97.1502,7,1,1626164,Devin Booker,1.0,6,1,17,451.41,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612756,Phoenix Suns,PHX
Jump Shot,411,20151208,3870,SAC,-84.8314,141.2253,6,1,201956,Omri Casspi,1.0,51,1,9,416.5,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612758,Sacramento Kings,UTA
Jump Shot,33,20160105,6665,DAL,-132.9233,215.551,0,6,201954,Darren Collison,6.0,33,1,17,27.92,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612758,Sacramento Kings,SAC
Jump Shot,368,20151228,7822,SAS,-143.3422,152.9695,6,3,2419,Tayshaun Prince,3.0,8,1,19,334.57,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves,MIN
Jump Shot,236,20151231,1409,UTA,-123.5857,144.371,3,1,201945,Gerald Henderson,1.0,56,1,12,255.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612757,Portland Trail Blazers,POR
Layup Shot,396,20151124,5619,DEN,-30.2874,2.4604,6,4,203999,Nikola Jokic,4.0,36,1,1,398.88,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets,LAC
Pullup Jump shot,126,20160112,7125,MIN,-220.1431,1.2004,2,2,203952,Andrew Wiggins,2.0,6,1,19,110.65,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves,OKC
Hook Shot,202,20151028,1002,MIL,-103.3072,8.9473,3,1,203089,John Henson,1.0,22,1,6,223.68,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612749,Milwaukee Bucks,NYK
Driving Layup Shot,140,20151231,3195,IND,-221.7299,134.5487,2,4,203524,Solomon Hill,4.0,20,1,1,120.48,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers,MIL
Jump Shot,128,20151117,6638,WAS,-24.8471,192.7513,2,2,202066,Garrett Temple,2.0,8,1,25,96.2,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612764,Washington Wizards,MIL
Jump Shot,586,20151227,5259,MEM,-215.5096,120.3595,9,4,1626156,D'Angelo Russell,4.0,46,1,25,589.15,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL
Running Jump Shot,18,20151118,1586,ATL,-123.5433,199.9067,0,2,2594,Kyle Korver,2.0,18,1,26,2.95,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks,SAC
Running Jump Shot,373,20151125,975,LAC,109.9779,165.4064,6,3,202324,Derrick Favors,3.0,13,1,5,391.84,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612762,Utah Jazz,UTA
Jump Shot,85,20151221,6947,NYK,-188.8039,42.8386,1,3,202498,Lance Thomas,3.0,25,1,19,86.82,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612752,New York Knicks,ORL
Step Back Jump shot,608,20151225,1317,LAL,145.8873,117.9819,10,3,201933,Blake Griffin,3.0,8,1,16,610.31,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612746,LA Clippers,LAC
Jump Shot,90,20160112,9180,DAL,68.3841,345.9467,1,2,203521,Matthew Dellavedova,2.0,30,1,25,84.52,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612739,Cleveland Cavaliers,CLE
Fadeaway Jump Shot,331,20160120,2744,OKC,-61.7797,127.3825,5,2,203584,Troy Daniels,2.0,31,1,6,361.75,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612766,Charlotte Hornets,CHA
Jump Shot,41,20160122,6366,GSW,-100.6132,57.8792,0,2,2738,Andre Iguodala,2.0,41,1,24,61.42,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,IND
Jump Shot,541,20151218,1193,SAS,114.5814,231.0623,9,4,203085,Austin Rivers,4.0,1,1,24,543.18,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612746,LA Clippers,LAC
Jump Shot,283,20151030,7999,ATL,8.3702,251.2945,4,4,202391,Jeremy Lin,4.0,43,1,25,285.4,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets,CHA
Jump Shot,152,20151219,1578,MEM,187.8999,156.8139,2,1,202331,Paul George,1.0,32,1,26,155.29,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers,IND
Driving Layup Shot,161,20151211,1609,PHI,66.5423,243.9665,2,3,203924,Jerami Grant,3.0,41,1,1,146.76,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers,DET
Jump Shot,579,20151218,1331,MIN,-97.5031,229.2739,9,4,2755,Kevin Martin,4.0,39,1,8,600.12,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612750,Minnesota Timberwolves,SAC
Jump Shot,433,20151217,1766,CHA,-75.2641,228.051,7,3,200768,Kyle Lowry,3.0,13,1,25,436.64,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612761,Toronto Raptors,TOR
Pullup Jump shot,514,20151229,4812,HOU,-27.8974,16.4286,8,2,201951,Ty Lawson,2.0,34,1,20,515.52,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612745,Houston Rockets,ATL
Jump Bank Shot,5,20160122,8990,ORL,191.683,151.7747,0,4,203506,Victor Oladipo,4.0,5,1,25,7.18,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612753,Orlando Magic,CHA
Layup Shot,463,20160118,462,DAL,179.0394,124.6123,7,2,201973,Jonas Jerebko,2.0,43,1,1,445.98,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics,BOS
Tip Layup Shot,67,20160106,916,NOP,149.2921,199.5378,1,4,203076,Anthony Davis,4.0,7,1,1,69.93,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612740,New Orleans Pelicans,DAL
Pullup Jump shot,149,20151027,6214,CHI,-20.1992,170.5202,2,3,202734,E'Twaun Moore,3.0,29,1,15,151.57,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612741,Chicago Bulls,CLE
Jump Shot,627,20160109,7638,SAC,-202.0984,134.235,10,4,2738,Andre Iguodala,4.0,27,1,24,630.44,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,GSW
Jump Shot,354,20151228,7849,IND,224.8139,22.0168,5,4,200794,Paul Millsap,4.0,54,1,18,330.67,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks,ATL
Jump Shot,25,20151129,870,CHA,-113.4691,8.9341,0,2,203089,John Henson,2.0,25,1,4,37.61,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612749,Milwaukee Bucks,MIL
Jump Shot,263,20160102,6249,BOS,-46.6398,247.2065,4,1,202711,Bojan Bogdanovic,1.0,23,1,25,265.55,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612751,Brooklyn Nets,BKN
Turnaround Jump Shot,440,20160104,7617,GSW,8.3161,123.3427,7,1,202391,Jeremy Lin,1.0,20,1,12,441.31,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612766,Charlotte Hornets,CHA
Layup Shot,560,20160119,5148,MIA,-210.2201,-21.9609,9,3,202328,Greg Monroe,3.0,20,1,1,551.3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks,MIL
Jump Shot,441,20151202,5782,WAS,-173.9998,16.1683,7,2,203944,Julius Randle,2.0,21,1,24,444.72,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,LAL
Jump Shot,687,20160108,252,POR,-107.2367,154.4187,11,2,201578,Marreese Speights,2.0,27,1,20,690.44,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,GSW
Jump Bank Shot,125,20151114,2055,LAC,170.8122,234.3241,2,1,2037,Jamal Crawford,1.0,5,1,9,145.13,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612746,LA Clippers,DET
Jump Shot,433,20151111,5289,PHI,51.368,6.6083,7,4,1626181,Norman Powell,4.0,13,1,3,433.83,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612761,Toronto Raptors,TOR
Jump Shot,196,20160122,5957,HOU,215.7246,5.9677,3,1,2772,Trevor Ariza,1.0,16,1,22,198.74,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612745,Houston Rockets,MIL
Jump Shot,428,20160114,3567,GSW,105.506,235.617,7,1,202691,Klay Thompson,1.0,8,1,14,464.77,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,LAL
Cutting Layup Shot,238,20151220,7416,TOR,-5.3176,0.906,3,3,203463,Ben McLemore,3.0,58,1,1,251.4,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings,SAC
Layup Shot,328,20160101,7158,CHI,-222.9443,5.42,5,2,204001,Kristaps Porzingis,2.0,28,1,2,313.07,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks,NYK
Jump Shot,328,20151121,1159,MIA,18.8528,22.2951,5,2,203477,Isaiah Canaan,2.0,28,1,24,309.73,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers,PHI
Running Dunk Shot,43,20160114,5024,GSW,-12.0045,408.03,0,3,201939,Stephen Curry,3.0,43,1,0,54.18,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,LAL
Running Layup Shot,32,20151226,6328,BKN,-25.6001,35.9643,0,2,202322,John Wall,2.0,32,1,2,23.98,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards,WAS
Jump Shot,613,20151104,236,PHX,-213.6285,19.0807,10,3,200752,Rudy Gay,3.0,13,1,15,584.42,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612758,Sacramento Kings,SAC
Step Back Jump shot,0,20151116,4373,PHX,176.338,211.0179,0,2,202688,Brandon Knight,2.0,0,1,25,12.41,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns,LAL
Jump Shot,68,20151105,2376,DEN,154.6092,97.9656,1,1,202344,Trevor Booker,1.0,8,1,16,73.03,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612762,Utah Jazz,UTA
Hook Shot,122,20151130,6227,CHI,-48.8686,9.6838,2,3,2200,Pau Gasol,3.0,2,1,5,121.92,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls,SAS
Jump Shot,346,20151223,4053,IND,5.0662,24.3223,5,4,201588,George Hill,4.0,46,1,25,347.94,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers,SAC
Jump Shot,544,20151129,9023,ORL,222.2343,12.6052,9,3,202340,Avery Bradley,3.0,4,1,23,546.34,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612738,Boston Celtics,BOS
Floating Jump shot,362,20151231,8406,HOU,-126.964,-2.4825,6,3,202691,Klay Thompson,3.0,2,1,4,360.49,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,GSW
Layup Shot,48,20160120,4460,HOU,215.2613,75.2393,0,1,101141,Ersan Ilyasova,1.0,48,1,1,39.53,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612765,Detroit Pistons,DET
Dunk Shot,340,20151104,7056,ATL,100.6085,44.4771,5,3,201572,Brook Lopez,3.0,40,1,0,349.51,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612751,Brooklyn Nets,BKN
Driving Layup Shot,370,20160122,8855,BOS,66.3423,189.5377,6,1,202738,Isaiah Thomas,1.0,10,1,1,363.87,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics,CHI
Layup Shot,517,20151103,68,DET,75.3116,4.3117,8,4,1626169,Stanley Johnson,4.0,37,1,0,536.73,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612765,Detroit Pistons,IND
Running Layup Shot,49,20151122,3964,NOP,170.5642,176.1748,0,3,203076,Anthony Davis,3.0,49,1,2,54.76,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612740,New Orleans Pelicans,PHX
Jump Shot,242,20151228,2432,PHX,-16.2683,251.9841,4,1,2747,JR Smith,1.0,2,1,24,244.93,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612739,Cleveland Cavaliers,CLE
Jump Shot,1,20160123,6579,DEN,-205.8393,1.5195,0,2,203530,Joffrey Lauvergne,2.0,1,1,23,3.52,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612743,Denver Nuggets,DET
Hook Shot,294,20151125,6246,DET,-72.9268,29.7165,4,1,101141,Ersan Ilyasova,1.0,54,1,4,309.84,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612765,Detroit Pistons,MIA
Pullup Jump shot,535,20160122,3654,HOU,46.8615,119.6193,8,2,201977,Marcus Thornton,2.0,55,1,9,537.95,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612745,Houston Rockets,MIL
Jump Shot,191,20151110,1704,TOR,-191.7559,162.341,3,4,204038,Langston Galloway,4.0,11,1,26,193.04,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612752,New York Knicks,NYK
Jump Shot,414,20151218,1077,BOS,-202.7709,123.133,6,3,2594,Kyle Korver,3.0,54,1,25,417.13,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks,ATL
Jump Shot,330,20160113,4823,BKN,-118.9107,142.536,5,1,201961,Wayne Ellington,1.0,30,1,25,322.83,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612751,Brooklyn Nets,NYK
Driving Hook Shot,642,20151030,837,BOS,26.6007,115.3978,10,2,202738,Isaiah Thomas,2.0,42,1,8,645.17,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612738,Boston Celtics,TOR
Jump Shot,415,20151104,46,UTA,-90.5091,203.6992,6,1,203081,Damian Lillard,1.0,55,1,14,430.13,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612757,Portland Trail Blazers,POR
Pullup Jump shot,182,20151120,2173,GSW,44.8323,181.4191,3,1,202710,Jimmy Butler,1.0,2,1,13,183.58,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612741,Chicago Bulls,CHI
Jump Shot,537,20151130,4825,CHI,-35.328,191.1465,8,3,201565,Derrick Rose,3.0,57,1,15,525.46,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612741,Chicago Bulls,SAS
Floating Jump shot,499,20151203,8424,UTA,16.828,73.9478,8,1,202330,Gordon Hayward,1.0,19,1,3,502.43,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612762,Utah Jazz,ORL
Jump Shot,63,20160108,5635,MIN,-145.6957,6.9199,1,3,203952,Andrew Wiggins,3.0,3,1,20,50.83,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves,CLE
Jump Shot,78,20151111,1329,ORL,179.6228,179.5437,1,2,1626156,D'Angelo Russell,2.0,18,1,24,81.29,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL
Jump Shot,295,20151212,4004,HOU,-180.0042,163.0825,4,1,201951,Ty Lawson,1.0,55,1,25,297.92,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612745,Houston Rockets,LAL
Jump Shot,114,20151106,3698,GSW,1.6912,3.0723,1,1,201939,Stephen Curry,1.0,54,1,15,118.88,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,DEN
Layup Shot,143,20151215,600,MIN,116.7393,93.4206,2,4,2749,Jameer Nelson,4.0,23,1,0,145.76,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets,DEN
Jump Shot,481,20160107,998,PHI,-153.3191,193.9225,8,1,203145,Kent Bazemore,1.0,1,1,25,484.08,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks,ATL
Jump Shot,333,20151207,1014,TOR,159.7634,195.0813,5,2,200768,Kyle Lowry,2.0,33,1,26,336.3,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612761,Toronto Raptors,LAL
Jump Shot,126,20151214,185,IND,-152.9961,222.5143,2,2,101145,Monta Ellis,2.0,6,1,26,128.88,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers,TOR
Layup Shot,394,20160108,3059,POR,92.1735,235.165,6,2,203468,CJ McCollum,2.0,34,1,2,394.36,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612757,Portland Trail Blazers,GSW
Running Layup Shot,629,20151124,3923,POR,23.2656,77.7353,10,4,2550,Kirk Hinrich,4.0,29,1,0,630.11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls,CHI
Jump Shot,265,20160110,7510,MIN,45.5226,84.9529,4,2,203952,Andrew Wiggins,2.0,25,1,9,264.27,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612750,Minnesota Timberwolves,DAL
Jump Shot,687,20151109,609,LAC,-209.9956,-0.6534,11,2,1718,Paul Pierce,2.0,27,1,23,691.47,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612746,LA Clippers,MEM
Hook Shot,314,20151209,2634,BOS,-105.2312,209.9063,5,4,2200,Pau Gasol,4.0,14,1,7,331.78,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls,CHI
Layup Shot,560,20160113,7706,BOS,-2.4062,235.44,9,3,202331,Paul George,3.0,20,1,1,582.5,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers,IND
Jump Shot,203,20151202,2816,CHA,-166.2612,217.8532,3,2,201587,Nicolas Batum,2.0,23,1,28,207.39,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets,GSW
Running Layup Shot,54,20151031,8325,IND,57.3908,138.7203,0,3,203504,Trey Burke,3.0,54,1,0,39.44,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612762,Utah Jazz,UTA
Layup Shot,33,20151031,7009,NOP,30.6384,-0.2363,0,2,203110,Draymond Green,2.0,33,1,2,34.04,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,GSW
Dunk Shot,237,20160104,1435,PHI,-63.7058,53.8464,3,4,203457,Nerlens Noel,4.0,57,1,0,240.22,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers,MIN
Driving Hook Shot,404,20151216,4785,CHI,3.5057,12.2994,6,1,201145,Jeff Green,1.0,44,1,6,405.43,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612763,Memphis Grizzlies,MEM
Turnaround Fadeaway shot,653,20160118,5482,CLE,-26.4096,280.5604,10,2,203084,Harrison Barnes,2.0,53,1,8,603.22,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,GSW
Jump Shot,689,20151219,7143,WAS,177.3743,152.0231,11,4,201150,Spencer Hawes,4.0,29,1,25,691.27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets,CHA
Hook Shot,707,20151028,6342,DET,-27.1358,66.4025,11,1,202330,Gordon Hayward,1.0,47,1,4,709.21,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612762,Utah Jazz,UTA
Jump Shot,310,20151127,2641,BOS,-208.0291,127.8384,5,1,202340,Avery Bradley,1.0,10,1,24,313.38,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612738,Boston Celtics,WAS
Pullup Jump shot,101,20151129,1370,ORL,108.2778,196.3899,1,4,1626179,Terry Rozier,4.0,41,1,17,96.77,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612738,Boston Celtics,BOS
Driving Layup Shot,36,20151201,6090,POR,-155.8608,4.3362,0,5,203081,Damian Lillard,5.0,36,1,1,36.08,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612757,Portland Trail Blazers,DAL
Layup Shot,264,20151214,220,SAS,-52.4561,198.7858,4,1,200746,LaMarcus Aldridge,1.0,24,1,0,283.88,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs,UTA
Layup Shot,39,20151120,7229,LAL,-41.7793,-3.9173,0,2,1626156,D'Angelo Russell,2.0,39,1,1,34.85,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,TOR
Jump Shot,433,20151113,6245,MEM,5.0188,96.3444,7,2,2216,Zach Randolph,2.0,13,1,4,451.87,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612763,Memphis Grizzlies,POR
Running Layup Shot,67,20151214,9393,DAL,16.4013,158.6303,1,1,2734,Devin Harris,1.0,7,1,0,76.59,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,PHX
Running Layup Shot,101,20151109,1981,ATL,108.5293,113.4085,1,3,200757,Thabo Sefolosha,3.0,41,1,1,105.31,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks,MIN
Jump Shot,645,20151030,8699,SAS,-209.982,121.1949,10,4,2564,Boris Diaw,4.0,45,1,5,622.2,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612759,San Antonio Spurs,BKN
Floating Jump shot,279,20151211,6242,ORL,35.1449,75.1667,4,3,203473,Dewayne Dedmon,3.0,39,1,4,281.23,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612753,Orlando Magic,CLE
Jump Shot,5,20160113,221,LAC,219.8693,43.7826,0,1,2736,Luol Deng,1.0,5,1,23,8.64,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612748,Miami Heat,MIA
Jump Shot,691,20151218,5538,MIN,-122.4601,156.4537,11,3,203952,Andrew Wiggins,3.0,31,1,20,693.08,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves,SAC
Dunk Shot,277,20160102,1906,SAS,-88.4191,303.3305,4,1,2730,Dwight Howard,1.0,37,1,0,275.92,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,HOU
Jump Shot,269,20151208,6281,IND,14.7695,109.7837,4,3,203110,Draymond Green,3.0,29,1,5,271.94,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,GSW
Layup Shot,32,20151214,3343,MEM,-2.8647,33.2609,0,2,101162,Marcin Gortat,2.0,32,1,1,34.16,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards,WAS
Jump Shot,657,20151128,3641,DAL,188.0544,157.7105,10,1,200751,Randy Foye,1.0,57,1,24,659.84,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612743,Denver Nuggets,DEN
Jump Shot,356,20151113,16,SAC,44.6924,64.9929,5,3,201152,Thaddeus Young,3.0,56,1,7,373.39,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612751,Brooklyn Nets,BKN
Jump Shot,297,20151104,8575,MIL,-214.7451,83.2214,4,3,203948,Johnny O'Bryant III,3.0,57,1,15,288.85,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612749,Milwaukee Bucks,PHI
Jump Shot,468,20160110,7223,MEM,73.7124,238.001,7,4,201188,Marc Gasol,4.0,48,1,13,479.26,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612763,Memphis Grizzlies,BOS
Layup Shot,691,20151209,1960,BOS,-58.6212,75.7876,11,2,203482,Kelly Olynyk,2.0,31,1,0,692.74,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics,CHI
Cutting Layup Shot,230,20151120,338,DAL,-5.0757,167.1698,3,4,203939,Dwight Powell,4.0,50,1,0,210.17,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,UTA
Jump Shot,227,20151123,718,MIA,-96.2569,182.9793,3,4,2736,Luol Deng,4.0,47,1,17,229.72,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612748,Miami Heat,NYK
Jump Shot,704,20151212,1492,DET,111.3957,139.9174,11,3,202331,Paul George,3.0,44,1,16,708.38,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612754,Indiana Pacers,IND
Jump Shot,231,20160115,4137,OKC,-215.7064,188.5031,3,4,1626157,Karl-Anthony Towns,4.0,51,1,17,237.79,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves,MIN
Driving Hook Shot,57,20151212,3188,CHI,129.3505,-16.9588,0,4,203076,Anthony Davis,4.0,57,1,5,74.59,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612740,New Orleans Pelicans,NOP
Jump Shot,179,20160114,7174,GSW,23.3698,54.1432,2,1,101150,Lou Williams,1.0,59,1,4,208.22,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL
